	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
H-EMC-SS	5.095568036	1.955123836	1.054270267	1.126384631	-0.547388239	0.405943304	1.518090259	2.062972185	-0.958418434	0.512909166	-0.213315026	0.972923436	2.490785256	2.058606657	2.035408383	0.554572339	-0.436191046	0.998632801	2.690978509	2.022388234	0.112631234	1.325423329	-0.837806605	3.16477164	-0.391042226	-0.833256068	-0.06324066	1.430147364	-0.380357279	1.672356002	-2.433720698	1.590121473	-0.64484479	1.899340013	1.014985725	1.369170247	2.331015265	2.066232433	-0.116418716	1.660574027	-0.803668887	1.260405971	2.18147812	0.247270775	2.857595153	2.828876127	1.684148834	-0.371288776	0.911199333	-0.301558019	1.31754045	-0.186752707	0.016159229	0.802029426	3.100718849	2.149472354	0.635313763	1.421791103	0.805228873	2.556669466	0.479855447	2.39241191	2.619554004	-1.95783948	-0.459477482	2.266611564	0.522682095	2.797814517	0.817000859	0.768844116	2.720183944	-0.431126304	2.239472068	1.28860558	-0.037615548	2.277358616	2.666042623	-0.454305469	2.999735828	-1.019646139	1.143450467	-0.536116995	1.58297646	0.844172494	-0.422249759	1.34331105	-0.113219703	-3.659381808	5.139518638	2.801513837	2.031831099	2.259684568	-0.59185652	-0.320460252	-0.717898767	1.143338419	0.568035033	2.061014385
H4	4.61006068	1.949119281	2.200522367	0.511068988	-0.656359239	-0.221166636	1.782196025	2.684325552	0.027031791	1.179741417	-0.044045278	0.042186932	2.039019107	1.43049089	-0.493846678	0.094314864	-1.668477318	1.733512482	2.346968204	1.656382216	0.702650254	0.673420932	-0.561538422	2.247324981	-1.207961004	-1.897194598	-2.607480183	2.858184924	-1.145354848	1.931342739	-2.139669025	0.616096232	-3.011014021	-0.527911	0.413054007	1.704667946	1.593374773	1.3309076	1.605996674	1.483807487	-2.662450573	3.479739804	2.932854478	-0.35784215	2.98323698	1.974954591	2.543083432	-1.869710272	2.220702295	0.538606805	1.059778858	-0.85501509	-1.905278556	2.256584573	3.078466469	1.678173376	2.346202977	1.422003473	-0.178614463	-0.160864413	0.062352962	0.689701764	1.798798669	0.082198917	1.206503077	2.135590565	0.541040591	0.794134386	0.238577068	0.400127666	2.430756204	-0.372113067	0.269886226	0.063991555	0.525429007	0.636594932	1.998299222	1.478371423	2.722241631	-3.210857667	-0.070148113	1.421222612	0.028192226	-0.546791519	-0.389207766	-1.509971992	-2.969439445	-2.702834314	0.086186174	2.249242391	1.878258924	1.574806078	-2.233795839	-2.105097881	-1.864436634	0.178722602	-0.020706292	0.259062304
HCC1143	3.172382216	1.613418332	0.624182361	1.717134981	-0.661974667	0.018354153	0.362319292	2.038278635	1.138451303	2.239111169	0.856057831	1.205105952	1.029330037	2.059195126	1.434437324	1.460898887	-1.187234734	1.894865042	2.682115427	1.515846259	1.039321416	1.699275745	0.425606855	4.114440777	-0.768807635	-0.670862069	-2.434788194	2.839657488	1.02034709	2.628573432	-1.182928704	0.853914588	-0.972665465	2.336208558	0.259602132	1.776538905	1.784631983	3.266554197	2.165172534	0.543797058	1.213626809	2.579829956	2.994440909	-0.020480893	2.429834631	2.113536223	2.521374788	0.335637542	0.389817515	1.366554925	0.10650551	1.619890188	0.027921227	2.424364692	2.519836082	1.853207516	1.465607942	2.382364507	2.636047206	2.938238426	-0.759545871	2.312612905	0.833924881	-0.382984326	1.561820673	2.93213876	0.867996152	2.928056826	0.889261815	1.843661723	2.019903201	1.138105171	2.200921918	2.627664888	0.159964555	2.261937687	2.695157428	2.815593665	3.049133351	-0.782533078	0.741397139	2.192447096	1.558970833	-0.275975034	0.149729537	-0.740862957	0.073395333	-2.683603754	1.125009889	3.184587194	2.130568818	2.75301791	-1.473316235	-0.358371555	0.399081451	0.476574353	2.313301261	0.995820744
HCC1395	3.954392838	2.004559143	2.553513882	1.381861032	-0.58157981	0.328474723	1.996086926	2.376419884	0.514779238	1.178020308	1.710153085	1.503068013	2.326354416	1.988925844	-0.300217352	1.274677756	-0.406166531	2.362316171	2.496899688	0.687859487	2.174047776	1.102753165	1.699497235	3.990145262	-0.84793913	-0.674327305	-1.833205215	2.88124379	0.91122235	2.08219623	-1.695130404	1.521960691	-0.739489718	2.737962223	-0.419376901	1.613064816	0.888816229	3.261495969	2.685254942	2.044365272	1.93217007	3.133930217	3.180186054	-0.188216714	2.162132907	2.952247463	2.783296487	0.970584326	2.104158502	0.604453231	1.225010102	-0.277955851	0.024295302	2.008720552	3.321357818	1.312775371	1.974464707	1.859978601	2.632031719	2.076893494	0.285249393	1.622806042	1.436306528	1.982797949	1.074333803	2.517181674	2.290040015	2.468751325	2.047424877	0.411881847	2.825225013	0.089704828	1.87374009	1.121386136	1.088551736	2.450183499	2.657162603	3.021130911	3.330615239	-1.04268025	0.499212821	1.974030846	1.427076033	0.802795521	0.852060584	0.885435247	0.697648484	-2.501728174	1.173871493	3.360519454	1.974951551	2.22904596	-1.8480342	-1.938341394	0.47509254	0.894902866	1.461231557	1.868281009
HCC1419	3.495840838	0.369182882	1.331684553	1.752678978	2.000747774	-0.060841617	-0.438799419	2.025773994	0.876794958	2.495678886	2.357262286	1.637496487	2.641314329	1.589715842	2.403644502	2.046427737	-0.575524007	2.575280722	2.562734388	2.193337834	1.841045533	1.470371284	0.629680964	4.07254656	-1.537072402	-1.412195367	-1.045447574	1.506665274	-0.199462335	1.622538516	-1.708068037	1.621166146	-1.213318026	3.071910793	0.590280465	1.886844058	1.687376945	3.21930426	1.198409999	0.87322332	1.132627849	3.093756674	1.735869833	0.03731241	2.841919727	2.249369205	1.962072548	1.772277608	2.396012211	-0.310761154	1.14026318	1.498388055	0.542080726	1.018946056	3.196344414	2.221589558	0.690252015	1.494711318	2.450547004	2.721196285	0.261720187	2.487937587	1.136872209	-1.039166807	2.149549658	1.408244156	2.183362524	2.42873934	2.111353459	1.150219815	2.113567058	1.721457336	2.180735477	1.80459042	2.055699924	2.683650224	2.943228904	1.285228941	1.811147398	0.618642935	0.344618317	1.245855369	1.85117328	0.227823936	-0.037067903	-0.836347376	-1.587551753	0.758546994	0.667261334	1.183324346	1.958197772	2.125797225	-1.242943424	-0.401692429	-1.020394428	0.127191825	1.243603118	1.871619865
HCC1806	2.557075531	1.947500665	0.185644822	2.4347201	-1.141541743	-0.030321572	0.692862993	2.74510463	1.559119362	1.513425502	1.81200817	1.566262203	2.294968823	1.727578717	-2.068394351	1.072679141	-0.346769812	1.381971077	2.836215704	1.854055259	1.369696177	0.864865323	-0.718930217	3.265155769	-1.00326542	-0.775007623	-2.835909526	2.26803605	-1.125171881	2.278170312	-1.272488912	1.558611671	-2.86014533	0.674953992	1.310841024	1.464317653	1.259528262	2.455998268	1.931844349	0.749335173	-2.536373148	2.104349157	2.412714308	-0.195706122	2.708203931	3.155616278	2.481180399	-0.711374796	1.64921158	1.377869165	0.720545792	0.184894796	-0.871153473	1.809276023	1.557869028	2.20015452	0.860962753	1.807228325	2.383590086	0.948087872	-0.907178634	2.36653013	1.791696651	-0.066480931	2.049861269	3.076665884	1.103639126	1.984743588	1.2229003	2.46160805	2.687284834	0.22170299	1.551092297	2.095744046	1.613113457	1.740227978	2.889248272	2.592640341	1.91697454	-2.502713154	2.526038676	1.436833327	0.706153273	0.103921458	0.15639118	-0.825767094	-0.83621231	-2.619209174	1.075929401	2.120464957	1.821323786	2.074001093	-3.200463263	-1.621785015	-0.954349529	0.623571743	0.922652112	0.93706374
HCC1937	3.334878274	1.029185417	0.512452723	1.293968357	-0.508900194	0.08272615	0.693302065	2.400424209	1.344657363	2.306565788	1.730868063	2.128061636	1.952463348	2.000972305	-3.59510579	0.372435747	-0.519386234	1.042060946	2.755524658	2.351002365	1.321571137	2.320048026	0.782711139	2.951031005	-1.2633861	-0.376150702	-1.657300749	2.066110397	-0.93614347	2.213865631	-2.486237324	0.935832081	-1.396779216	1.197901441	0.79728997	1.841557132	1.605893746	2.317655932	1.262017204	0.823798002	1.83807713	1.729396239	2.478783094	0.089609718	2.585197402	2.716263134	1.936506935	0.352799557	1.75280862	1.019296098	0.46906323	1.391833036	-0.226342992	1.499573679	3.129055261	1.885410017	0.471748472	1.524781868	2.120003302	1.771818993	-0.333635444	2.015107721	1.874147458	0.206404967	2.520897932	2.392652075	1.568382429	2.666195494	1.943066518	1.833992591	2.501240461	1.699070758	2.886703306	2.106293059	1.22999146	1.695917346	2.096780707	2.552807719	2.949294695	-1.188231874	0.415498651	2.370814011	0.976441221	0.22085655	-0.527749443	-0.607609249	-0.508421601	-3.032988888	0.955048744	2.822161934	1.815040414	2.181195394	-0.439676693	-0.9302679	-1.351014132	0.521947703	2.263513742	2.411285045
HCC1954	3.392553449	1.006929997	1.480489043	0.771809943	0.49435046	0.873979427	1.044360535	2.150941572	1.917021444	1.924508681	1.937134924	1.811692438	2.891161773	1.458675734	1.925121036	0.993814738	-0.386644126	1.203020904	2.568688131	2.509984546	1.804355467	2.330362954	1.589103921	2.954084095	-1.077315669	-0.290305449	-1.559149328	2.238801083	-0.266941275	2.117293739	1.102557733	1.054660263	-2.036807245	1.001859174	0.558486635	1.857653823	1.746389314	2.038239983	1.623391905	1.058273593	0.998871228	2.176687418	2.612325607	0.087096021	2.79521787	3.171569651	2.313546638	1.256680159	2.286761526	0.926909935	1.078859152	1.572944258	0.358160922	2.004196507	2.562871625	2.021834509	1.908860182	1.965733216	1.395926696	1.380939193	0.767876073	2.39190422	1.588046414	-0.290662005	1.798507691	2.00850688	1.979738344	2.864167331	1.431055039	2.347937115	2.503593034	1.682780372	1.001178201	1.690967258	1.488199941	2.122824479	2.935660454	2.433065782	1.409284725	0.56805892	1.571393392	1.123143726	1.169747867	-0.044882163	-0.048683543	0.36997156	0.403128641	-1.604277736	1.156418066	2.592252516	2.25063083	2.601227645	-0.727117536	-1.996039154	-0.188919403	1.496467171	0.968326429	1.340888122
HCC2157	2.357691803	1.011562182	0.937638746	0.368284465	-0.49363344	-0.643426384	-0.816889246	2.384205916	0.75455409	0.995120227	-0.447498771	1.096929711	1.979214585	1.954353398	1.97015694	1.782044022	-0.380970068	0.744076736	2.624390307	2.577676724	1.582386688	1.6019117	0.78524047	4.241522291	-1.760253731	-1.416034964	-2.40675796	3.124694945	-1.194154782	2.094958408	-1.732737267	1.692545918	-2.891396292	1.308196604	0.942520651	1.451722679	0.926267614	1.130067248	0.616013716	0.751629551	0.448208843	2.632882502	2.935740364	-0.306613641	0.927397648	2.043403744	2.248657396	-0.439118625	0.830893071	-0.546542234	0.750729259	0.2402934	-0.138554706	2.236101074	2.075589742	0.28607021	-0.239311894	0.428778508	2.717011857	2.766562252	0.055538447	2.332518792	1.471793164	0.940712683	1.187158298	2.49488847	0.745774393	2.810997092	2.679475785	2.568912227	1.626909256	1.681928287	1.121215458	2.188649625	1.723142399	2.479289047	2.923582725	2.680617111	2.784117738	-2.202664742	-0.773300412	2.11218687	1.58896321	-0.471299412	-0.28388788	-1.045269514	-0.517140932	-2.457574323	-0.490587733	1.792281211	1.841940614	2.783183136	-1.543002693	-1.725941861	-1.241615786	-0.179919518	2.412733417	0.345129916
HCC2218	4.309561471	1.170016261	2.65457334	1.975749003	1.995347322	0.358132259	-1.422004342	2.513351631	2.054560335	1.068419581	2.152585811	2.628123503	3.026066234	2.069477916	1.622108565	1.688565609	0.03092915	0.90972056	2.499517181	1.608364447	2.639071198	2.707666709	2.340074648	4.35899808	-1.819586174	-0.318447732	-0.674563995	3.119105141	-0.740736143	1.888678518	-0.823668583	1.115023287	-1.51150896	2.82434687	0.536754539	1.392721602	1.990448915	3.314145489	2.335051163	1.231403786	1.879246076	2.87855681	3.000208774	0.035813226	2.680857276	2.825764841	2.426857542	1.598193705	2.529106098	1.270253164	0.363404159	1.919354474	-0.230020164	2.398226679	2.909691381	2.128283995	2.039749156	2.36423445	2.11827785	2.02388047	0.381672757	2.329573407	0.636332184	1.583635719	1.968637343	2.012428559	1.546771067	2.306311726	2.57082486	1.181024757	2.796771342	1.898388474	1.550572446	2.475060321	2.17467316	2.443216113	2.357413855	2.497288816	2.911810738	0.375337703	0.495880045	2.359018139	2.298686383	-0.304491244	-0.073176014	-0.297332768	0.429218882	-1.22957888	1.876132619	2.442287591	1.667963982	2.57816878	0.063473441	-1.243646547	-1.000063367	0.240347252	2.009452339	2.377317137
HCC2998	3.316503274	2.042322351	0.50114326	2.490777664	-0.272958859	0.286289094	1.227088636	2.081197353	1.905231217	0.744639581	-1.143283264	1.872670857	1.653236622	2.05206401	-2.180992579	2.214083213	-0.008906077	2.204884855	2.374314425	1.683931253	0.114648532	1.399862706	-0.246874698	3.499906702	-1.216718552	-0.92842736	-2.297665357	2.562079038	-1.758528713	2.196593305	-0.787847539	0.832693222	-2.978234777	0.09935268	0.498327295	1.65802689	1.628552192	1.454123893	1.58026516	1.327682964	-2.197956556	2.716020797	1.888127832	0.307395806	2.41405237	2.911426822	2.043407653	0.949886719	-0.054221232	1.388961915	-0.674548795	1.057861448	-0.795524563	1.225893457	2.978721621	1.144466716	0.029932879	2.284587882	2.416902644	0.718305267	-2.475251845	2.319024394	0.071546976	-1.472832431	1.545960673	2.152764306	0.596424429	2.546288525	1.269632557	2.922454862	2.411380156	1.566520608	1.179895591	2.384835208	-1.061220281	1.775879212	2.932390217	2.354363805	1.332996991	-1.188770833	1.964018187	-0.570133979	2.488903892	1.66308946	0.770221264	-0.6331766	0.730145872	-3.894864962	-0.415256315	2.635133016	2.325732507	2.68867892	-2.053758193	-2.29710034	-1.53095797	0.96079446	1.210668395	1.596668897
HCC70	2.946723672	-0.124488776	1.861898183	0.688084802	-0.417268835	0.292396143	1.205492474	2.380255139	1.114943812	0.28554341	-0.54594421	0.387199154	2.445030595	1.800954072	2.099916313	2.433635142	-1.248366894	1.493818409	2.363482686	2.202057164	1.126794839	1.144777237	1.236738225	2.485724857	-1.224959724	-1.018810122	-2.435669812	2.524030498	0.312732851	1.902594181	-0.622383079	2.328183665	-2.319551193	2.346083112	0.82077401	1.615922474	1.708825881	2.968815798	2.1805053	0.362759232	1.081025847	3.502794326	2.421077083	-0.455897158	2.417070716	2.028761071	2.663312213	0.284033368	2.303368078	-0.87517808	-0.089768669	0.389075306	-0.158431496	1.47901939	3.168470091	1.708542721	1.511176291	1.248136283	2.131822192	2.532543973	0.164637129	2.598328296	2.240338486	-0.785349043	1.340186302	2.055860613	0.967224624	2.406476537	1.844900765	1.82296846	1.88181319	1.287563274	2.896709016	1.695503029	1.360066132	2.371622667	3.055112717	2.550593686	2.971306042	-0.928312272	-0.523357857	0.54187878	1.476952148	0.302842228	-0.066579516	0.096956677	0.096111975	-1.645577404	0.021199651	2.845593859	1.962013484	1.92009234	-1.537858909	-1.514705802	-1.263409986	0.541337214	1.579185504	1.194087032
HCE-4	3.232056884	1.619188803	1.107556462	1.863928293	-0.013409276	0.396900424	0.964522443	2.501094973	1.780563078	0.700951294	0.762015704	0.72439755	1.744196126	2.186227565	-0.343746688	1.795627016	-0.021627865	3.219309038	2.774966719	2.281016244	1.641141086	0.971044244	-0.557317514	2.737054548	-1.17969929	-0.580875818	-2.511224023	2.475780382	-1.743064789	1.881014523	-1.228426263	0.932497568	-2.88442326	-0.096180159	0.736101352	1.752413847	1.461704938	0.880351396	1.851032569	1.004845383	-4.277128359	2.282733879	2.783072825	-0.044511276	1.922018436	2.644024761	2.030893457	0.345876903	1.800772537	2.222313093	-0.108620524	-0.387110558	-1.237043534	2.00111649	1.242265491	1.475359591	2.043369	2.072449359	2.642489096	0.34639849	-0.692844319	2.176314793	1.923572776	0.906965396	2.18026557	2.749108391	1.990167492	1.966365549	0.882113763	1.796892985	2.692581055	0.03856535	0.873404421	2.369880278	2.31948518	2.388947109	2.737440635	2.593487215	1.932317296	-2.741368395	0.630628594	2.374882482	0.599959152	-0.410228922	-0.328770912	-0.323796068	0.478666349	-2.372104734	0.482915921	1.628879216	1.819870637	2.342465873	-1.742554928	-1.680957638	-1.668672316	0.59291229	1.075969356	1.321466038
HCT-116	3.407429338	0.889868091	2.364501975	1.114555562	0.152826057	0.154893298	0.644445673	1.274077561	2.016552185	0.600037759	0.506257946	0.698038915	2.429261797	1.777780119	0.459851844	0.34827334	-1.342545389	0.761462847	2.637777869	1.635582985	0.833315566	2.073399161	-0.512946081	2.818228095	-1.422778255	-0.88391565	-2.656192389	2.51143205	-0.683205587	1.61182838	-1.397607849	1.455126245	-2.329078311	0.003238968	0.570296405	1.322725926	1.715355064	1.506149332	1.741221209	1.40515111	-1.293896156	3.098421866	2.835483049	-0.783841607	2.666854319	2.847034848	2.448572701	-0.86420867	1.874009353	2.137407653	-0.103646115	-0.627683643	0.006473594	2.324183812	2.644502051	2.327898767	2.20928339	1.438303414	0.518954545	0.968335983	-1.055398129	1.477913676	1.989271543	-0.5365413	1.653084618	1.732656922	0.544948807	2.965378791	0.7074757	2.733366085	2.110954342	-0.676346774	1.711543696	1.29376109	-0.280475194	0.856187251	2.412256996	1.706561904	2.208868204	-1.495109566	1.485087353	0.027068272	1.164845116	-0.413117414	-1.278536897	-0.575135314	0.533311887	-3.02552076	0.688052313	2.336553388	1.894599689	1.943408742	-2.136810933	-2.472024169	-0.819045518	0.070960244	1.457999537	0.257458889
HCT-15	3.205872835	1.010674484	1.373785494	1.931031701	0.650256968	-0.609145349	1.509912928	2.099831626	1.333085587	0.82247905	1.167513421	0.532717772	1.414486704	1.913884969	-1.021815006	0.703931857	-0.62499536	0.859514381	1.827912902	2.04399395	1.392632138	2.196742703	0.684144097	3.258972284	-0.37247744	-2.144421943	-0.271545231	2.934309798	0.371928057	1.230246391	-2.21324763	0.965953444	-3.144735029	0.896007277	0.836980577	0.415828281	1.69379408	0.559716991	2.023405786	1.492317487	-1.085348814	1.769816027	2.781488953	-0.58805514	2.209267755	2.62189572	2.562104227	-1.307978589	2.206629851	0.529115733	-1.200944542	-0.475837789	-0.332904526	1.822601046	1.200707417	1.726079532	2.135704785	2.499646166	2.886972134	-0.343258975	-0.648133267	2.736832623	0.199481879	-0.106885952	2.289942733	2.222535452	2.101948812	2.338146814	0.999801053	2.194357123	3.091516149	0.429416052	0.396985546	1.600270067	0.289440769	2.784001781	3.117328876	2.785650797	3.024073256	-1.607773372	-0.021237434	2.705863518	1.947234008	-0.572551696	-0.695602523	-0.528826059	0.474971806	-0.81036788	-0.485391833	3.162900265	2.573358969	2.712448725	0.427508631	0.087440417	-1.18067819	1.925372927	0.825126075	1.780420629
HD-MY-Z	3.291141779	2.786099423	2.15237127	2.691237161	-1.203798291	-0.075244993	1.688295478	2.363071843	0.270169386	0.96612803	2.023066602	0.588103347	3.297612767	2.192639923	-0.251655412	0.213740201	-0.174710156	0.865237079	2.881311106	2.50705827	0.196937347	1.254357552	-0.128011773	3.170915604	-0.639148149	-1.347564096	-2.733482475	2.098758919	-0.564175458	2.361283419	-2.228504829	1.430081785	-1.633203486	0.931344516	1.154263965	2.336395305	2.038841915	2.999716285	1.248148009	0.754792518	-2.175295504	3.234899775	2.729718011	0.057706879	2.856798656	3.221336759	2.352987525	-1.857065354	2.788992693	1.781966718	-0.50932754	1.77889669	-0.193647567	2.132280373	2.801063474	1.699730017	0.719305447	1.720042354	2.784370497	1.09375719	1.165430545	1.148098721	1.511404295	-1.14799753	2.525192236	2.269422318	2.567188513	2.031859328	1.260676536	2.845114398	1.705662046	2.056274495	1.566421155	1.049451335	-0.05248666	1.764270955	2.376061736	1.416004129	2.996555055	-2.786855096	1.329795372	2.277614849	0.87347608	-0.327770731	-0.403151225	-0.963652552	-1.665508046	-1.756851902	1.716458172	1.969555876	1.300292011	2.124450043	-2.477546657	-1.533953733	-0.840757202	-0.269111444	1.153757489	0.847512992
HDLM-2	2.719669305	1.390599639	1.763256443	2.249664074	-0.030725466	0.088450586	1.332091921	2.711512821	0.707654195	1.234412578	0.962295816	0.507670272	3.555945891	2.332411956	1.155873461	0.265501589	-0.036498543	1.58679912	2.397599123	2.682026831	2.146841398	1.897459083	1.00806698	3.275350832	-1.670997529	-0.584403592	-2.15055809	2.167059978	-0.245201796	1.772357518	-0.025531738	1.235373237	-1.71090398	1.139682962	0.826715593	1.861895577	1.993319602	2.652707176	0.476586513	1.313494997	0.213058358	1.811377574	2.976874566	-0.141865333	1.73339392	2.670009468	2.828795783	-0.48937388	1.49097682	1.487426028	-0.519165612	1.137909304	0.164382199	2.526845161	2.566393319	2.551291163	-1.695260693	1.162861259	2.930440235	1.812162344	-0.376408239	1.981023422	0.258202401	0.648920209	0.87477158	1.435102229	1.450955281	1.623861377	1.101710424	1.893715465	1.774436051	0.005404795	2.806650238	1.443407677	2.304990168	2.742922735	2.804815344	2.828683735	3.117896499	-1.492423889	1.287754363	2.560344466	0.816961339	1.952101581	0.560781881	-0.209600071	-0.035646891	-0.667807242	3.791939775	1.896706017	1.475988015	2.713511878	-2.542146224	-1.798684884	-1.385750742	0.181067793	0.643097623	0.622913353
