drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
CYCLOPHOSPHAMIDE,SUNITINIB,SW837,-1.079094363,0.6435783,1650,0,0,6.24E-19,O=P1(N(CCCl)CCCl)NCCCO1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
CYCLOPHOSPHAMIDE,SUNITINIB,VCAP,14.45936355,0.6743117,1651,1,1,0.916925728,O=P1(N(CCCl)CCCl)NCCCO1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,18.07842823,0.6814699,1653,1,0,0.149867937,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A427,-4.56088079,0.6366917,1655,0,1,0.504021764,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,LOVO,-0.019538333,0.645674,1660,0,0,3.36E-09,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,MDAMB436,-4.157453798,0.6374896,1661,0,0,0.004671007,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH1650,-27.4583989,0.5914027,1663,0,0,1.24E-09,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH23,-7.478013592,0.6309219,1665,0,0,1.12E-10,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,OV90,11.98314798,0.669414,1667,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,RKO,17.5033329,0.6803324,1668,1,1,0.888160944,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,SKMES1,12.79935007,0.6710284,1670,1,1,0.990786076,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,SW837,-37.77038905,0.5710067,1672,0,0,9.86E-06,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,UACC62,17.75268656,0.6808256,1674,1,1,0.999183476,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,VCAP,-7.789094289,0.6303066,1675,0,1,0.999744594,O=P1(N(CCCl)CCCl)NCCCO1,Cn1nnc2c(C(N)=O)ncn2c1=O
CYCLOPHOSPHAMIDE,ZOLINZA,A375,11.13272473,0.667732,1676,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,A427,-9.913540803,0.6261046,1677,0,0,0.000967442,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,ES2,10.01716375,0.6655255,1679,1,0,0.194226831,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,HT29,12.06889227,0.6695836,1680,1,1,0.999874234,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH2122,13.47510988,0.672365,1684,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH520,12.44234718,0.6703223,1685,1,1,0.996753991,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,OV90,14.76453825,0.6749153,1686,1,1,0.980959117,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,RKO,23.6328811,0.692456,1687,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,RPMI7951,16.31845592,0.6779888,1688,1,0,0.113662265,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,SKMES1,18.46247209,0.6822295,1690,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CYCLOPHOSPHAMIDE,ZOLINZA,VCAP,30.69582424,0.7064258,1693,1,1,1,O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
DASATINIB,ABT-888,A2058,15.35258512,0.6760784,1695,1,1,0.999944329,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,A2780,40.28481032,0.7253918,1696,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,A427,27.52645663,0.7001571,1697,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,HCT116,-20.07587466,0.6060046,1698,0,1,0.995239139,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,HT144,-15.59125746,0.6148747,1699,0,0,2.25E-10,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,LOVO,28.27503441,0.7016377,1700,1,1,0.999790132,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,MDAMB436,13.65420466,0.6727192,1701,1,1,0.999998093,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,NCIH1650,25.04861151,0.6952562,1703,1,1,0.727775991,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,NCIH2122,-46.36721793,0.554003,1704,0,0,5.27E-07,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,NCIH520,21.68497258,0.6886032,1705,1,1,0.999998927,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,RKO,-11.54700146,0.6228738,1706,0,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,SW837,18.16777546,0.6816466,1709,1,1,0.995690763,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,ABT-888,UACC62,10.35648705,0.6661967,1711,1,1,0.99014461,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
DASATINIB,BEZ-235,A2058,70.18047839,0.7845223,1713,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,A2780,70.18079056,0.7845229,1714,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,A375,64.92870443,0.7741349,1715,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,A427,73.63375761,0.7913526,1716,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,ES2,23.31449703,0.6918263,1718,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,HCT116,56.53418947,0.7575314,1719,1,1,0.999986053,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,HT144,17.9037148,0.6811243,1720,1,1,0.999999881,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,HT29,38.47714415,0.7218164,1721,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,LOVO,49.58537842,0.7437874,1724,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,MDAMB436,47.9805984,0.7406133,1725,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,NCIH1650,63.5705615,0.7714486,1727,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,NCIH23,58.28804452,0.7610003,1728,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,NCIH520,60.14042907,0.7646641,1730,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,OV90,46.79932479,0.7382768,1731,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,RKO,34.95048098,0.714841,1732,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,RPMI7951,39.40212291,0.7236459,1733,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,SKMES1,36.13155243,0.7171771,1735,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,SW837,82.68758365,0.8092601,1738,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,UACC62,38.85407314,0.7225619,1740,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,BEZ-235,VCAP,47.2309885,0.7391306,1741,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
DASATINIB,DINACICLIB,A2058,48.91716359,0.7424657,1743,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,A2780,29.1960155,0.7034593,1744,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,HCT116,-0.310984996,0.6450975,1747,0,1,0.728099644,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,HT29,12.98286966,0.6713914,1748,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,LOVO,19.80814648,0.6848911,1751,1,1,0.999999046,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,MDAMB436,13.46896436,0.6723528,1752,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,NCIH1650,24.00002691,0.6931822,1754,1,1,0.997435749,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,NCIH2122,-22.61659214,0.6009793,1755,0,0,0.006548453,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,NCIH520,26.29311455,0.6977177,1758,1,1,0.999977589,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,RPMI7951,13.69398915,0.6727979,1760,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,SKMES1,-0.393732274,0.6449338,1761,0,0,4.57E-07,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,SW837,14.25939175,0.6739162,1764,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,UACC62,30.660164,0.7063552,1766,1,1,0.999993205,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,DINACICLIB,VCAP,29.79198375,0.7046381,1767,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
DASATINIB,GELDANAMYCIN,A2058,-6.112381722,0.6336229,1769,0,1,0.999998689,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,A2780,36.06922119,0.7170538,1770,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,A375,47.07251276,0.7388172,1771,1,1,0.918124735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,A427,28.00451112,0.7011026,1772,1,1,0.999357879,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,ES2,-5.742383223,0.6343548,1774,0,1,0.991190851,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,HCT116,32.12280936,0.7092482,1775,1,0,0.004688707,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,HT144,-55.13889756,0.5366536,1776,0,0,4.90E-05,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,HT29,31.18587051,0.707395,1777,1,1,0.875596642,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,LOVO,28.70070653,0.7024796,1780,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,MDAMB436,20.09410803,0.6854567,1781,1,1,0.999312401,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,NCIH1650,52.49632011,0.7495449,1783,1,1,0.999985933,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,NCIH2122,-5.772702014,0.6342948,1784,0,0,0.003241488,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,NCIH23,33.69553393,0.7123589,1785,1,0,0.003256286,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,NCIH520,17.95904541,0.6812337,1786,1,1,0.999616146,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,OV90,22.66802548,0.6905476,1787,1,1,0.991350532,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,RPMI7951,13.04843063,0.671521,1788,1,1,0.969618738,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,SKMES1,32.96730514,0.7109185,1790,1,0,0.161150157,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,SW837,31.32391017,0.7076681,1792,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,UACC62,-19.75905096,0.6066312,1794,0,0,0.026499879,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,GELDANAMYCIN,VCAP,13.36458486,0.6721464,1795,1,1,0.999988317,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
DASATINIB,MK-8669,A2058,84.44534771,0.8127368,1797,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
DASATINIB,MK-8669,A2780,98.67657525,0.8408847,1798,1,1,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
